Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0051252~regulation of RNA metabolic process	68	1.0703604596253737	0.0051357286446972236	FOSL2, ZKSCAN3, DMRTA1, GATA2, FOS, HLX, NKX6-2, FOXF2, TDGF1, EGR1, SOX10, EGR2, EOMES, FOSB, ARNTL, NPAS4, HMGA1, JUNB, HHEX, HES5, JUN, HES3, NFE2L3, UNCX, CARHSP1, NDN, SOX2, NOSTRIN, ZBTB16, SOX9, ZFP758, GM14403, ZFP36L1, ZFP36L2, FOXQ1, TSC22D3, XBP1, JUND, ZFP760, PER2, 1700048O20RIK, PER1, BCL6, BHLHE40, ZFP810, HMGA1-RS1, TXNIP, MAFF, BMP3, KLF13, CREBBP, NR4A1, CREB5, TBX1, AFF1, NR4A3, KLF15, GM14418, ATF3, MEOX1, ID1, ETS1, HEYL, HIF3A, MEX3D, ID3, ZFP189, KLF4, DNAJB5	450	1488	13588	1.3799044205495818	0.9999898458874644	0.5353676279888946	8.576360273117478
GOTERM_MF_FAT	GO:0003700~transcription factor activity	40	0.6296237997796317	0.005413189430739153	FOSL2, SOX2, ZBTB16, SOX9, ZKSCAN3, DMRTA1, FOS, GATA2, FOXQ1, TSC22D3, XBP1, HLX, NKX6-2, JUND, FOXF2, EGR1, HMGA1-RS1, SOX10, MAFF, EGR2, EOMES, NR4A1, CREB5, TBX1, FOSB, ARNTL, AFF1, NR4A3, KLF15, HMGA1, JUNB, HHEX, ATF3, MEOX1, ETS1, JUN, HEYL, HIF3A, NFE2L3, KLF4, UNCX	438	776	13288	1.5638092548133502	0.9604265495488389	0.4758195929987499	7.695203133974227
GOTERM_BP_FAT	GO:0045893~positive regulation of transcription, DNA-dependent	25	0.39351487486226977	0.005893797151028531	SOX2, SOX9, GATA2, FOS, TDGF1, EGR1, BMP3, SOX10, EGR2, KLF13, CREBBP, NR4A1, TBX1, CREB5, NPAS4, KLF15, NR4A3, AFF1, ARNTL, HES5, ETS1, MEOX1, HES3, JUN, KLF4	450	416	13588	1.814636752136752	0.9999981490023447	0.5617591403816978	9.78194550041408
GOTERM_BP_FAT	GO:0051085~chaperone mediated protein folding requiring cofactor	4	0.06296237997796317	0.006310846060861668	HSPH1, DNAJB1, CD74, HSPA8	450	12	13588	10.065185185185186	0.9999992747677022	0.5646369206021095	10.438788547178568
GOTERM_BP_FAT	GO:0032582~negative regulation of gene-specific transcription	5	0.07870297497245396	0.006323903579757534	HHEX, HES5, HES3, PER2, PER1	450	23	13588	6.564251207729469	0.999999295738874	0.5447945755241275	10.459280901110047
GOTERM_BP_FAT	GO:0051254~positive regulation of RNA metabolic process	25	0.39351487486226977	0.006416907580090561	SOX2, SOX9, GATA2, FOS, TDGF1, EGR1, BMP3, SOX10, EGR2, KLF13, CREBBP, NR4A1, TBX1, CREB5, NPAS4, KLF15, NR4A3, AFF1, ARNTL, HES5, ETS1, MEOX1, HES3, JUN, KLF4	450	419	13588	1.8016441262264649	0.9999994285712536	0.5307340346769848	10.605112756199475
GOTERM_BP_FAT	GO:0001501~skeletal system development	19	0.2990713048953251	0.006618138690526881	SCHIP1, BMP3, PTGS2, KLF10, ARID5B, TIPARP, FGFRL1, TBX1, ZBTB16, SOX9, MMP14, EPHA2, JUND, INSIG1, UBC, PDGFRB, UBB, WNT9A, IGFBP3, UNCX	450	285	13588	2.013037037037037	0.9999996364768903	0.5235398301289209	10.919880692061124
GOTERM_BP_FAT	GO:0051250~negative regulation of lymphocyte activation	7	0.11018416496143554	0.007084724437962481	LRRC32, HLX, BCL6, FAS, CD24A, LAG3, CD74	450	52	13588	4.064786324786325	0.9999998726716451	0.5304702647041655	11.645704663300338
GOTERM_BP_FAT	GO:0042063~gliogenesis	7	0.11018416496143554	0.007084724437962481	SOX10, EGR2, NDN, ERBB3, NKX6-2, ZFP488, MMP14	450	52	13588	4.064786324786325	0.9999998726716451	0.5304702647041655	11.645704663300338
GOTERM_BP_FAT	GO:0002695~negative regulation of leukocyte activation	7	0.11018416496143554	0.00777214258509267	LRRC32, HLX, BCL6, FAS, CD24A, LAG3, CD74	450	53	13588	3.9880922431865824	0.9999999728798656	0.5470411808063766	12.704907590310144
GOTERM_BP_FAT	GO:0050866~negative regulation of cell activation	7	0.11018416496143554	0.00777214258509267	LRRC32, HLX, BCL6, FAS, CD24A, LAG3, CD74	450	53	13588	3.9880922431865824	0.9999999728798656	0.5470411808063766	12.704907590310144
GOTERM_BP_FAT	GO:0045944~positive regulation of transcription from RNA polymerase II promoter	22	0.3462930898787974	0.008036921873475617	EGR1, SOX10, BMP3, EGR2, KLF13, CREBBP, SOX2, NR4A1, TBX1, ARNTL, NPAS4, NR4A3, SOX9, FOS, GATA2, HES5, MEOX1, ETS1, JUN, HES3, TDGF1, KLF4	450	358	13588	1.855592799503414	0.9999999850559466	0.5431648668946782	13.109688611258807
GOTERM_BP_FAT	GO:0001655~urogenital system development	12	0.1888871399338895	0.009128753866308454	ODC1, SCHIP1, BDNF, ARID5B, SALL1, TIPARP, PDGFRB, PCSK9, ADAMTS1, ZBTB16, SOX9, TENC1	450	146	13588	2.481826484018265	0.9999999987221925	0.5739740437542242	14.760211506195265
GOTERM_MF_FAT	GO:0019838~growth factor binding	8	0.12592475995592634	0.009284016200694712	IL1R1, COL4A1, FGFRL1, COL6A1, IGFBP3, COL5A1, CYR61, KDR	438	72	13288	3.3708777270421106	0.996111733564574	0.6034548254808432	12.855331960340655
GOTERM_BP_FAT	GO:0006457~protein folding	11	0.1731465449393987	0.009420941955190373	HSPH1, ERO1LB, FKBP5, PPIA, PPIL1, TTC9B, DNAJB1, CALR, CD74, HSPA8, DNAJB5	450	127	13588	2.6153630796150487	0.9999999993386145	0.5706433561579295	15.19687363182365
GOTERM_BP_FAT	GO:0010033~response to organic substance	28	0.4407366598457422	0.009661353833668845	NFKBIA, TSHB, BCL2L1, TIMP3, CD24A, TRF, FOS, ADH1, PCSK9, SH2B2, FAS, DNAJC3, CYR61, EGR1, SGK1, IRS2, HERPUD1, EGR2, MAT2A, KLF10, ADIPOR2, ANXA5, MMP14, SERPINA3N, ID1, ID3, GH, CD14	450	505	13588	1.6742090209020901	0.9999999996153531	0.565602807905367	15.55457649128239
GOTERM_MF_FAT	GO:0004683~calmodulin-dependent protein kinase activity	4	0.06296237997796317	0.009811997268175677	CAMK1G, CAMK4, CAMK2A, CAMKK1	438	14	13288	8.667971298108284	0.9971685576115668	0.5674850692865634	13.537953210014674
GOTERM_BP_FAT	GO:0051084~'de novo' posttranslational protein folding	4	0.06296237997796317	0.009941652542787834	HSPH1, DNAJB1, CD74, HSPA8	450	14	13588	8.627301587301588	0.9999999997955705	0.562345655701912	15.96983024669939
GOTERM_BP_FAT	GO:0006458~'de novo' protein folding	4	0.06296237997796317	0.009941652542787834	HSPH1, DNAJB1, CD74, HSPA8	450	14	13588	8.627301587301588	0.9999999997955705	0.562345655701912	15.96983024669939
GOTERM_BP_FAT	GO:0045935~positive regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	28	0.4407366598457422	0.010977157982739238	SOX2, SOX9, FOS, GATA2, TDGF1, GUCY1A2, HMGA1-RS1, EGR1, BMP3, SOX10, AVP, EGR2, KLF13, CREBBP, NR4A1, CREB5, TBX1, ARNTL, NPAS4, KLF15, NR4A3, AFF1, HMGA1, HES5, ETS1, MEOX1, HES3, JUN, KLF4	450	510	13588	1.6577952069716775	0.9999999999802431	0.5853285094571021	17.48727024695782
GOTERM_BP_FAT	GO:0042592~homeostatic process	31	0.4879584448292146	0.011006709786944761	XDH, LDLR, NDN, PDIA6, HSPA1A, HSPA1B, PDIA4, CD24A, TENC1, CCL28, TRF, ATP6V0C, EDNRB, NKX6-2, MT2, PCSK9, TRPV4, MT1, SH2B2, BCL6, FAS, SGK1, AVP, EGR2, CCKBR, UGT8A, RPS6, KDR, HBA-A1, ADRB1, RPS19, PDGFRB	450	584	13588	1.6028462709284625	0.9999999999815183	0.5735308930023285	17.530194302373204
GOTERM_BP_FAT	GO:0010628~positive regulation of gene expression	27	0.4249960648512514	0.011435448305188875	LRRC32, SOX2, SOX9, FOS, GATA2, TDGF1, HMGA1-RS1, EGR1, BMP3, SOX10, EGR2, KLF13, CREBBP, NR4A1, CREB5, TBX1, ARNTL, NPAS4, KLF15, NR4A3, AFF1, HMGA1, HES5, ETS1, MEOX1, HES3, JUN, KLF4	450	488	13588	1.670655737704918	0.9999999999929816	0.5751770408132152	18.150574969684374
GOTERM_BP_FAT	GO:0016337~cell-cell adhesion	16	0.25184951991185267	0.011877403275542478	PCDHB7, PCDHB6, PCDHB3, CLDN5, PCDHB14, MYH9, MCAM, SOX9, CD24A, VCAM1, FAT4, PKP2, FAT2, CDH19, CYR61, UNCX	450	236	13588	2.0471563088512243	0.9999999999974143	0.5771245824431177	18.785473716529598
GOTERM_BP_FAT	GO:0045619~regulation of lymphocyte differentiation	7	0.11018416496143554	0.011943730533124666	HLX, BCL6, ITPKB, FAS, CD24A, CD74, ADA	450	58	13588	3.6442911877394635	0.9999999999977742	0.567626585094949	18.88035581886507
GOTERM_BP_FAT	GO:0006355~regulation of transcription, DNA-dependent	65	1.0231386746419016	0.011978096278557964	FOSL2, ZKSCAN3, DMRTA1, GATA2, FOS, HLX, NKX6-2, FOXF2, TDGF1, EGR1, SOX10, EGR2, EOMES, FOSB, ARNTL, NPAS4, HMGA1, JUNB, HHEX, HES5, JUN, HES3, NFE2L3, UNCX, CARHSP1, NDN, SOX2, NOSTRIN, ZBTB16, SOX9, ZFP758, GM14403, FOXQ1, TSC22D3, XBP1, JUND, ZFP760, PER2, 1700048O20RIK, PER1, BCL6, BHLHE40, ZFP810, HMGA1-RS1, TXNIP, MAFF, BMP3, KLF13, CREBBP, NR4A1, CREB5, TBX1, AFF1, NR4A3, KLF15, GM14418, ATF3, MEOX1, ID1, ETS1, HEYL, HIF3A, ID3, ZFP189, KLF4, DNAJB5	450	1465	13588	1.3397345468335229	0.9999999999979405	0.5575426454836669	18.929475413226683
GOTERM_BP_FAT	GO:0050868~negative regulation of T cell activation	6	0.09444356996694475	0.011980478048134199	LRRC32, HLX, BCL6, CD24A, LAG3, CD74	450	42	13588	4.313650793650794	0.9999999999979515	0.5468748098877569	18.932878681407985
GOTERM_MF_FAT	GO:0030528~transcription regulator activity	55	0.8657327246969935	0.012018971138421493	FOSL2, ZKSCAN3, DMRTA1, FOS, GATA2, HLX, NKX6-2, FOXF2, EGR1, SOX10, EGR2, EOMES, FOSB, ARNTL, NPAS4, HMGA1, JUNB, MXD4, HHEX, CAMK4, HES5, JUN, HES3, NFE2L3, UNCX, SOX2, NOSTRIN, ZBTB16, SOX9, TSC22D3, FOXQ1, XBP1, JUND, BCL6, BHLHE40, HMGA1-RS1, MAFF, KLF9, KLF13, CREBBP, NR4A1, CREB5, TBX1, KLF15, NR4A3, AFF1, ATF3, ETS1, ID1, MEOX1, ZFP488, HEYL, HIF3A, ID3, KLF4, TOB1	438	1206	13288	1.3835692163232542	0.9992493798831212	0.5931563659241406	16.337719434896968
GOTERM_BP_FAT	GO:0001570~vasculogenesis	6	0.09444356996694475	0.01319886566632225	ZFP36L1, TIPARP, TDGF1, EPHA2, JUNB, KDR	450	43	13588	4.213333333333334	0.9999999999998698	0.5715984488184053	20.656268487968898
GOTERM_BP_FAT	GO:0043066~negative regulation of apoptosis	16	0.25184951991185267	0.013203172383728258	SGK3, ERBB3, HSPA1A, HSPA1B, BCL2L1, RPS6, ADA, CD74, DAPK1, TSC22D3, CDKN1A, BDNF, BTG2, TPT1, BCL6, GLO1, FAS	450	239	13588	2.0214597861459787	0.999999999999871	0.5615098651288191	20.662298558788518
GOTERM_BP_FAT	GO:0030098~lymphocyte differentiation	10	0.15740594994490792	0.013210986395088676	EGR1, LRRC8A, EOMES, BCL6, ITPKB, FAS, RPS6, CD24A, CD74, ADA	450	114	13588	2.6487329434697853	0.9999999999998733	0.5518441806664971	20.673238281021245
GOTERM_BP_FAT	GO:0006357~regulation of transcription from RNA polymerase II promoter	32	0.5036990398237053	0.013393954747355639	SOX2, SOX9, FOS, GATA2, NKX6-2, TDGF1, PER2, PER1, BCL6, TXNIP, EGR1, BMP3, SOX10, EGR2, KLF13, CREBBP, NR4A1, TBX1, ARNTL, NPAS4, NR4A3, HHEX, HES5, MEOX1, ETS1, ID1, HES3, JUN, HEYL, ID3, KLF4, DNAJB5	450	616	13588	1.5686002886002886	0.9999999999999163	0.5472384261550587	20.928990401260105
GOTERM_BP_FAT	GO:0016477~cell migration	16	0.25184951991185267	0.013549392231136385	PLAT, SCHIP1, CCK, NDN, TNFRSF12A, ARID5B, PODXL, S100A9, TBX1, MYH9, MMP14, CD24A, KDR, EDNRB, NDE1, NAV1	450	240	13588	2.013037037037037	0.999999999999941	0.5420948723843362	21.145649243694432
GOTERM_BP_FAT	GO:0050905~neuromuscular process	7	0.11018416496143554	0.013985247974406494	IGDCC3, CLIC5, NKX6-2, SOX2, NR4A3, PARK2, FABP7	450	60	13588	3.5228148148148146	0.999999999999978	0.5444442764033195	21.75019272527665
GOTERM_BP_FAT	GO:0045892~negative regulation of transcription, DNA-dependent	19	0.2990713048953251	0.013994728863784969	EGR1, TXNIP, SOX2, NOSTRIN, ZBTB16, SOX9, HHEX, HES5, ID1, NKX6-2, HES3, FOXF2, PER2, PER1, BCL6, ID3, BHLHE40, KLF4, DNAJB5	450	308	13588	1.8627128427128428	0.9999999999999785	0.5358671276064393	21.763294293506007
GOTERM_BP_FAT	GO:0007517~muscle organ development	13	0.2046277349283803	0.014021743914862397	MYL6, SCHIP1, CRYAB, ARID5B, TIPARP, FGFRL1, TBX1, HOMER1, FLNB, TNNI1, HLX, TDGF1, PDGFRB	450	176	13588	2.2303535353535353	0.9999999999999798	0.5279948072032974	21.80061484636019
GOTERM_BP_FAT	GO:0045941~positive regulation of transcription	26	0.4092554698567606	0.014883571270174978	SOX2, SOX9, FOS, GATA2, TDGF1, HMGA1-RS1, EGR1, BMP3, SOX10, EGR2, KLF13, CREBBP, NR4A1, CREB5, TBX1, NPAS4, KLF15, NR4A3, AFF1, ARNTL, HMGA1, HES5, ETS1, MEOX1, HES3, JUN, KLF4	450	475	13588	1.652809356725146	0.9999999999999971	0.5410054048832968	22.982437130246424
GOTERM_BP_FAT	GO:0051253~negative regulation of RNA metabolic process	19	0.2990713048953251	0.014894892973203639	EGR1, TXNIP, SOX2, NOSTRIN, ZBTB16, SOX9, HHEX, HES5, ID1, NKX6-2, HES3, FOXF2, PER2, PER1, BCL6, ID3, BHLHE40, KLF4, DNAJB5	450	310	13588	1.8506953405017923	0.9999999999999972	0.5330821724675932	22.997849932874782
GOTERM_BP_FAT	GO:0043069~negative regulation of programmed cell death	16	0.25184951991185267	0.015684166053335127	SGK3, ERBB3, HSPA1A, HSPA1B, BCL2L1, RPS6, ADA, CD74, DAPK1, TSC22D3, CDKN1A, BDNF, BTG2, TPT1, BCL6, GLO1, FAS	450	244	13588	1.9800364298724955	0.9999999999999996	0.5436298709478027	24.065189911006634
GOTERM_BP_FAT	GO:0051173~positive regulation of nitrogen compound metabolic process	28	0.4407366598457422	0.01579096258416005	SOX2, SOX9, FOS, GATA2, TDGF1, GUCY1A2, HMGA1-RS1, EGR1, BMP3, SOX10, AVP, EGR2, KLF13, CREBBP, NR4A1, CREB5, TBX1, ARNTL, NPAS4, KLF15, NR4A3, AFF1, HMGA1, HES5, ETS1, MEOX1, HES3, JUN, KLF4	450	526	13588	1.6073679763413602	0.9999999999999997	0.5382192162730273	24.208535890092953
GOTERM_BP_FAT	GO:0001701~in utero embryonic development	17	0.26759011490634343	0.016014211928701734	CCNB1IP1, MAFF, SOX10, GM5506, EOMES, BCL2L1, MYH9, ADA, JUNB, VCAM1, HBA-A1, GATA2, HES3, GAB1, TDGF1, PDGFRB, CYR61, ENO1	450	267	13588	1.9225634623387433	0.9999999999999998	0.535597401020534	24.507365369217517
GOTERM_BP_FAT	GO:0060548~negative regulation of cell death	16	0.25184951991185267	0.01621866021883438	SGK3, ERBB3, HSPA1A, HSPA1B, BCL2L1, RPS6, ADA, CD74, DAPK1, TSC22D3, CDKN1A, BDNF, BTG2, TPT1, BCL6, GLO1, FAS	450	245	13588	1.971954648526077	0.9999999999999999	0.5326566634607167	24.780054248071238
GOTERM_BP_FAT	GO:0031328~positive regulation of cellular biosynthetic process	29	0.45647725484023294	0.016382651228128566	SOX2, SOX9, TLR7, FOS, GATA2, TDGF1, GUCY1A2, HMGA1-RS1, EGR1, BMP3, SOX10, AVP, EGR2, KLF13, CREBBP, NR4A1, CREB5, TBX1, ARNTL, NPAS4, KLF15, NR4A3, AFF1, HMGA1, HES5, MEOX1, ETS1, HES3, JUN, KLF4	450	552	13588	1.5863607085346214	0.9999999999999999	0.5289372328932336	24.99811074535312
GOTERM_MF_FAT	GO:0043167~ion binding	151	2.3768298441681095	0.01691409955312323	PDP1, FHIT, ALAD, S100A5, SYT4, PTGS2, IDE, S100A9, COX5B, GATA2, MAP3K6, TPT1, ELTD1, ESCO1, NUDT18, CYP2E1, LPCAT2, ADAMTS9, TRIM36, CAMK4, DLL4, ACAP2, MORC2A, CAR8, SLC25A37, ADAMTS1, CHORDC1, SLC40A1, XDH, MYL6, SLC38A3, SLC38A2, CRELD2, KCNJ2, CALR, ZFP758, ADA, TRF, HBB-Y, GM11273, MUT, ZFP760, GLO1, ZFP810, GABRA2, OSGEP, KLF9, KLF13, KLF10, GABRA6, CREBBP, CHI3L1, ZBTB40, NR4A1, KLF15, NR4A3, CDKN1A, SLC25A13, TRIM59, SALL1, DZIP1L, RHBDL3, PLA2G4E, KLF4, SLC5A3, SLC5A5, PXDN, ZCCHC24, LDLR, MLPH, UTY, ATP10A, RNF185, ZKSCAN3, TENC1, DMRTA1, KCNQ3, P4HA1, GUCY1A2, MT2, ATP8B1, TRPV4, MT1, ALOX12B, SIK1, KDM5C, KDM5D, EGR1, PCDHB7, EGR3, EGR2, GM5506, EGR4, PCDHB6, PCDHB3, LDB3, PADI2, MMP14, FOLH1, KSR2, CAPN11, CHSY3, CLIC5, UBC, UBB, KSR1, PLA2G3, ALPL, CPM, GALNT7, GALNT6, TIPARP, PCDHB14, GM9008, NHLRC1, ZBTB16, GM14403, ZFP36L1, ZFP36L2, PCSK1, RASGRP3, FAT4, ADH1, FMO2, FAT2, ADAMTS10, PCSK9, BCL6, SCNM1, GM7094, ENO1, KCNE4, CAR3, CYP2G1, MICALL2, WDFY1, MAT2A, MEX3B, CBL, CREB5, PARK2, ANXA5, KCNV1, GM14418, PLEKHF1, ADI1, HBA-A1, JHDM1D, ZFP488, CDH19, MEX3D, 3110052M02RIK, ZRANB3, ZFP189	438	3934	13288	1.1644694537494227	0.9999609228282078	0.6762470901719297	22.248837639144448
GOTERM_BP_FAT	GO:0010605~negative regulation of macromolecule metabolic process	27	0.4249960648512514	0.01748412029270364	CCDC85B, SOX2, MLH1, NOSTRIN, ZBTB16, SOX9, INPP5J, NKX6-2, FOXF2, PER2, PER1, BCL6, BHLHE40, TNRC6B, LAG3, EGR1, TXNIP, MXD4, HHEX, HES5, ID1, JUN, HES3, ID3, IGFBP3, KLF4, DNAJB5	450	506	13588	1.6112252964426876	1.0	0.5451318098709499	26.44735025756266
GOTERM_BP_FAT	GO:0009891~positive regulation of biosynthetic process	29	0.45647725484023294	0.018261578107066093	SOX2, SOX9, TLR7, FOS, GATA2, TDGF1, GUCY1A2, HMGA1-RS1, EGR1, BMP3, SOX10, AVP, EGR2, KLF13, CREBBP, NR4A1, CREB5, TBX1, ARNTL, NPAS4, KLF15, NR4A3, AFF1, HMGA1, HES5, MEOX1, ETS1, HES3, JUN, KLF4	450	557	13588	1.5721204867344902	1.0	0.553788173813452	27.454342352919447
GOTERM_BP_FAT	GO:0002520~immune system development	18	0.28333070990083425	0.01870964776311132	EGR1, LRRC8A, TIPARP, EOMES, MLH1, ITPKB, TBX1, ZBTB16, MYH9, RPS6, CD24A, ADA, CD74, KDR, HBA-A1, RPS19, BCL6, FAS	450	295	13588	1.8424406779661018	1.0	0.555607248216851	28.028781153362004
GOTERM_BP_FAT	GO:0002521~leukocyte differentiation	11	0.1731465449393987	0.019423814688866507	EGR1, LRRC8A, EOMES, BCL6, ITPKB, FAS, MYH9, RPS6, CD24A, CD74, ADA	450	142	13588	2.3390923317683883	1.0	0.5623859666354221	28.935510263537665
GOTERM_BP_FAT	GO:0030097~hemopoiesis	16	0.25184951991185267	0.01986033254982602	EGR1, LRRC8A, TIPARP, EOMES, ITPKB, ZBTB16, MYH9, RPS6, CD24A, ADA, CD74, KDR, HBA-A1, RPS19, BCL6, FAS	450	251	13588	1.9248162903939794	1.0	0.5637441538784395	29.48441369062431
GOTERM_BP_FAT	GO:0048483~autonomic nervous system development	4	0.06296237997796317	0.02021432892488535	SOX10, EGR2, HLX, HES3	450	18	13588	6.710123456790123	1.0	0.563562557173322	29.926612665896933
GOTERM_MF_FAT	GO:0005381~iron ion transmembrane transporter activity	3	0.047221784983472376	0.020306920140919404	SLC25A37, SLC40A1, TRF	438	7	13288	13.001956947162427	0.9999950045567513	0.7049759619748835	26.114818490868174
