Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_FAT	GO:0043565~sequence-specific DNA binding	70	6.4575645756457565	9.191722843334704E-10	MEF2C, FOSL2, FOXK1, EVX1, PAX3, HDX, GATA2, HOXC4, PAX8, FOXF2, POU4F3, CREB3L2, CREB3L1, POU4F1, FOXB2, PHOX2B, SOX10, PRRXL1, SATB2, LBX1, FOXJ1, SOX11, RXRG, VAX1, PROX1, ASCL1, FOXG1, FOXC1, UNCX, IRX4, IRX3, TSHZ3, IRX5, ONECUT3, MEIS1, OTP, ARX, MSX3, HOXA2, HOXA3, NKX1-1, LHX1, JUND, GBX2, LHX5, NKX2-1, LHX6, POU3F1, TLX3, LHX8, FOXD1, DBX1, TLX1, FOXD3, MAF, FOXL2, LMX1B, MAFB, NR4A3, LMX1A, NKX6-1, HOXB4, DLX2, DLX1, NOTCH1, ISL2, DLX5, HOXB9, MAFA, RBPJ	766	556	13288	2.18400736329996	6.562888027472624E-7	1.3125779496636625E-7	1.3898426076686121E-6
GOTERM_BP_FAT	GO:0048663~neuron fate commitment	17	1.5682656826568264	5.8650993195715E-9	LBX1, EVX1, PAX3, NKX6-1, SHH, NOTCH3, WNT1, DLX2, ASCL1, DLX1, ISL2, NOTCH1, NKX2-1, OLIG1, LHX6, TLX3, DBX1	812	47	13588	6.052719840687558	1.5243276932808136E-5	2.1776252164817933E-6	1.0392337534970153E-5
GOTERM_BP_FAT	GO:0000904~cell morphogenesis involved in differentiation	37	3.4132841328413286	1.0808601810525372E-8	DCC, WNT3A, PAX2, SHH, ARX, DAB2, HOXA2, LAMB2, BCL11B, GBX2, POU4F3, NKX2-1, ROBO3, FOXD1, COL18A1, PRRXL1, PTPRZ1, VAX1, LMX1A, MYH9, PROX1, NTN1, TBR1, SLIT1, SLIT2, SLIT3, FEZF2, NOTCH1, ISL2, DLX5, FOXG1, ANTXR1, STMN1, NGFR, RBPJ, BMP7, GFRA3	812	212	13588	2.9205548842829256	2.809116164348424E-5	3.5114383608592092E-6	1.915170192434701E-5
GOTERM_BP_FAT	GO:0048666~neuron development	45	4.1512915129151295	1.1446476269728399E-8	DCC, IRX5, TUG1, WNT3A, CLU, GRIN3A, SHH, ARX, HOXA2, LAMB2, BCL11B, GBX2, POU4F3, NKX2-1, LHX6, ROBO3, LHX8, FOXD1, CHAT, SCLT1, RET, PRRXL1, LMX1B, PTPRZ1, VAX1, LMX1A, SLIT1, NTN1, TBR1, GAS7, SLIT2, THY1, SLIT3, ASCL1, FEZF2, ISL2, NOTCH1, DLX5, FOXG1, NEUROD2, NGFR, STMN1, TRP73, BMP7, GFRA3	812	292	13588	2.578868344692624	2.974894962326502E-5	3.3054825515632658E-6	2.0281948176492648E-5
GOTERM_BP_FAT	GO:0045449~regulation of transcription	194	17.89667896678967	1.2960397880598662E-8	MEF2C, ZFP738, HMGN5, SHH, FOXF2, CREB3L2, CREB3L1, MTERFD3, AA987161, PHOX2B, RXRG, PROX1, TBR1, ZFP81, GM6563, PTRF, FOXG1, ZFP820, MCTS1, UNCX, ZFP85-RS1, MYBL1, ZFP458, ZFP758, ZFP759, OTP, ARX, TAL2, 2610008E11RIK, NKX1-1, LHX1, LHX5, NKX2-1, LHX6, LHX8, SUB1, ZBTB41, SMAD3, ZFP606, NKX6-1, NOTCH3, NOTCH2, ZFP808, DLX2, DLX1, ZFP442, NOTCH1, DLX5, TGFBR3, RBPJ, BMP7, COPS2, EVX1, ZFP40, TBX20, GM14391, FOXB2, ATF7IP, SNAPC5, SNAPC3, ZFP37, FOXC1, ZFP229, KCNH3, ZFP711, ZFP62, LCORL, ZFP68, SUMO1, BCL11B, GBX2, TLX3, FOXD1, TLX1, ZFP72, FOXD3, ZFP51, LMX1B, TBX2, ZFP708, LMX1A, ZFP101, BCORL1, NEUROD2, TCEB1, NEUROD6, NHLH1, CCDC85B, TCEAL8, ZFP788, TCEAL1, ESF1, GATA2, OLIG3, CASP8AP2, HOXC4, OLIG1, ZFP503, ZFP273, SCRT1, SCRT2, SATB2, LBX1, VAX1, PKIA, ASCL1, ZFP120, 0610009B22RIK, TRP73, TSHZ3, HMGB2, SOX3, ONECUT3, SOX7, ZFP763, MEIS1, HOXA2, HOXA3, ZFP760, JUND, HBA-X, DBX1, EPAS1, RFX4, MAFB, JRKL, NR4A3, 2410018L13RIK, GM14326, HOXB4, FEZF2, DLX6OS1, ZFP770, ZFP771, EBF3, GM14322, HIVEP2, HOXB9, MAFA, AEBP1, FOSL2, FOXK1, GPBP1, DMRTA2, PAX3, PAX2, HDX, ZKSCAN2, HMOX1, PAX8, POU4F3, SOX18, POU4F1, GM5595, YAP1, SOX10, PRRXL1, A530054K11RIK, FOXJ1, SOX11, DMRT3, HMGA2, HLTF, HMGA1, MCM6, PURA, SARNP, ZFP654, ZFP160, ZMIZ1, ZFP71-RS1, KHSRP, IRX4, IRX3, IRX5, ABLIM3, NFIX, GM14403, 3300002I08RIK, HIC1, MSX3, POU3F1, MAF, FOXL2, ZFP386, 4930522L14RIK, DACH1, CENPK, GM14418, ISL2, MED30, ZFP182, ZFP677, SP9, SCAND1	812	2227	13588	1.457743192038595	3.3683506969972576E-5	3.368401754078043E-6	2.2964457113694436E-5
GOTERM_BP_FAT	GO:0030198~extracellular matrix organization	24	2.214022140221402	1.9373746894567848E-8	COL18A1, LMX1B, NPNT, ELN, COL3A1, OLFML2A, NID1, COL2A1, VTN, SERPINH1, COL5A2, COL5A1, COL4A6, EMILIN1, FBLN1, SMOC1, KAZALD1, TGFBI, FOXF2, PDGFRA, FOXC1, LOX, LAMC1, COL11A1	812	101	13588	3.9763936984831485	5.035110112572294E-5	4.577477594636115E-6	3.432823293403331E-5
GOTERM_BP_FAT	GO:0048858~cell projection morphogenesis	35	3.2287822878228782	3.471106469138406E-8	DCC, WNT3A, CLU, SHH, ARX, HOXA2, LAMB2, BCL11B, DYNC2H1, GBX2, POU4F3, NKX2-1, ROBO3, FOXD1, PRRXL1, PTPRZ1, FOXJ1, VAX1, LMX1A, NTN1, TBR1, GAS7, SLIT1, SLIT2, SLIT3, FEZF2, NOTCH1, ISL2, DLX5, FOXG1, IFT172, NGFR, STMN1, BMP7, GFRA3	812	202	13588	2.899453738477296	9.020998952713466E-5	7.517809965551514E-6	6.150433186080662E-5
GOTERM_BP_FAT	GO:0045165~cell fate commitment	29	2.6752767527675276	3.766752852833541E-8	MEF2C, EVX1, WNT3A, PAX3, PAX2, SHH, WNT1, GATA2, HOXA2, CYP26B1, NKX2-1, OLIG1, LHX6, TLX3, TLX1, DBX1, LBX1, TBX2, PROX1, NKX6-1, KDR, NOTCH3, DLX2, NOTCH2, ASCL1, DLX1, NOTCH1, ISL2, RBPJ	812	147	13588	3.301263362487852	9.78931166772945E-5	7.530579992809372E-6	6.674287116315014E-5
GOTERM_BP_FAT	GO:0048812~neuron projection morphogenesis	32	2.952029520295203	4.767869806770262E-8	DCC, WNT3A, CLU, SHH, ARX, HOXA2, LAMB2, BCL11B, GBX2, POU4F3, NKX2-1, ROBO3, FOXD1, PRRXL1, PTPRZ1, VAX1, LMX1A, NTN1, TBR1, GAS7, SLIT1, SLIT2, SLIT3, FEZF2, NOTCH1, ISL2, DLX5, FOXG1, STMN1, NGFR, BMP7, GFRA3	812	176	13588	3.0425436632333183	1.2390926193106555E-4	8.851170779422546E-6	8.448159626306406E-5
GOTERM_BP_FAT	GO:0007411~axon guidance	23	2.121771217712177	5.183702622279492E-8	DCC, PRRXL1, LMX1A, VAX1, TBR1, NTN1, SLIT1, SLIT2, SHH, SLIT3, ARX, FEZF2, HOXA2, ISL2, FOXG1, POU4F3, GBX2, NKX2-1, ROBO3, NGFR, BMP7, FOXD1, GFRA3	812	98	13588	3.9273650346838243	1.3471535972675586E-4	8.981588642376082E-6	9.184970947151427E-5
GOTERM_BP_FAT	GO:0000902~cell morphogenesis	45	4.1512915129151295	6.348231899970926E-8	DCC, WNT3A, CLU, PAX2, SHH, ARX, DAB2, HOXA2, LAMB2, FAT1, BCL11B, DYNC2H1, GBX2, POU4F3, NKX2-1, ROBO3, FOXD1, COL18A1, EGFR, PRRXL1, PTPRZ1, FOXJ1, VAX1, LMX1A, MYH9, PROX1, SLIT1, NTN1, TBR1, GAS7, SLIT2, SLIT3, FEZF2, LAMA1, ISL2, NOTCH1, DLX5, FOXG1, IFT172, NGFR, STMN1, ANTXR1, RBPJ, BMP7, GFRA3	812	309	13588	2.436988856473289	1.649769420140057E-4	1.0311856345368575E-5	1.1248392143281549E-4
GOTERM_MF_FAT	GO:0048407~platelet-derived growth factor binding	8	0.7380073800738007	6.636907511310964E-8	COL4A1, COL3A1, COL1A2, PDGFRA, COL6A1, COL2A1, COL1A1, COL5A1	766	9	13288	15.41978532056861	4.7386398440596444E-5	7.897889013452897E-6	1.0035390124452093E-4
GOTERM_BP_FAT	GO:0007409~axonogenesis	30	2.7675276752767526	1.0289449565329216E-7	DCC, WNT3A, SHH, ARX, HOXA2, LAMB2, BCL11B, GBX2, POU4F3, NKX2-1, ROBO3, FOXD1, PRRXL1, PTPRZ1, VAX1, LMX1A, NTN1, TBR1, SLIT1, SLIT2, SLIT3, FEZF2, NOTCH1, ISL2, DLX5, FOXG1, STMN1, NGFR, BMP7, GFRA3	812	163	13588	3.079875487322071	2.673870537945877E-4	1.5730629689181264E-5	1.8231804929103035E-4
GOTERM_BP_FAT	GO:0032990~cell part morphogenesis	35	3.2287822878228782	1.1715942421722937E-7	DCC, WNT3A, CLU, SHH, ARX, HOXA2, LAMB2, BCL11B, DYNC2H1, GBX2, POU4F3, NKX2-1, ROBO3, FOXD1, PRRXL1, PTPRZ1, FOXJ1, VAX1, LMX1A, NTN1, TBR1, GAS7, SLIT1, SLIT2, SLIT3, FEZF2, NOTCH1, ISL2, DLX5, FOXG1, IFT172, NGFR, STMN1, BMP7, GFRA3	812	212	13588	2.7626870527000653	3.0445100661857794E-4	1.6916376985087744E-5	2.075939531720472E-4
GOTERM_MF_FAT	GO:0030528~transcription regulator activity	113	10.424354243542435	1.7527363292120455E-7	MEF2C, GATA2, CASP8AP2, OLIG3, HOXC4, FOXF2, CREB3L2, CREB3L1, OLIG1, PHOX2B, SATB2, LBX1, RXRG, VAX1, PROX1, TBR1, ASCL1, PTRF, CAMK4, FOXG1, TRP73, UNCX, TSHZ3, ONECUT3, SOX7, MYBL1, MEIS1, OTP, TAL2, ARX, HOXA2, HOXA3, RPL7, NKX1-1, LHX1, JUND, LHX5, NKX2-1, LHX6, LHX8, DBX1, EPAS1, RFX4, MAFB, SUB1, SMAD3, NR4A3, NKX6-1, HOXB4, DLX2, DLX1, NOTCH1, EBF3, DLX5, HIVEP2, HOXB9, MAFA, RBPJ, COPS2, AEBP1, FOSL2, EVX1, FOXK1, GPBP1, TBX20, DMRTA2, PAX3, HDX, PAX2, ZKSCAN2, PAX8, POU4F3, POU4F1, FOXB2, SOX18, YAP1, ATF7IP, SSBP4, SOX10, PRRXL1, FOXJ1, DMRT3, SOX11, HLTF, HMGA1, PURA, FOXC1, ZFP711, IRX4, DCC, IRX3, IRX5, LCORL, NFIX, MSX3, GBX2, POU3F1, TLX3, FOXD1, TLX1, FOXD3, MAF, FOXL2, LMX1B, TBX2, ZFP386, DACH1, LMX1A, ISL2, NEUROD2, NEUROD6, SCAND1, NHLH1	766	1206	13288	1.625406475022624	1.251375545300304E-4	1.7877752317763118E-5	2.6502372216796743E-4
GOTERM_BP_FAT	GO:0006350~transcription	157	14.48339483394834	1.8713493705934575E-7	MEF2C, CCDC85B, ZFP738, TCEAL8, ZFP788, HMGN5, TCEAL1, ESF1, GATA2, OLIG3, CASP8AP2, PPP1R1B, HOXC4, FOXF2, CREB3L2, CREB3L1, OLIG1, ZFP273, ZFP503, SCRT1, MTERFD3, AA987161, SCRT2, LBX1, RXRG, VAX1, TBR1, PROX1, ASCL1, ZFP81, PTRF, ZFP120, GM6563, 0610009B22RIK, FOXG1, TRP73, MCTS1, UNCX, TSHZ3, ONECUT3, SOX3, SOX7, ZFP85-RS1, ZFP763, MYBL1, ZFP758, ZFP458, ZFP759, MEIS1, OTP, TAL2, ARX, HOXA2, 2610008E11RIK, HOXA3, LHX1, JUND, ZFP760, NKX2-1, LHX5, LHX6, LHX8, EPAS1, RFX4, SUB1, MAFB, ZBTB41, SMAD3, NR4A3, ZFP606, NOTCH3, HOXB4, NOTCH2, ZFP808, GM14326, FEZF2, ZFP442, NOTCH1, ZFP770, GM14322, ZFP771, EBF3, HIVEP2, HOXB9, MAFA, RBPJ, AEBP1, FOXK1, GPBP1, ZFP40, TBX20, PAX3, PAX2, GM14391, PAX8, POU4F1, SOX18, FOXB2, GM5595, ATF7IP, SOX10, SNAPC5, PRRXL1, A530054K11RIK, FOXJ1, SOX11, DMRT3, SNAPC3, HMGA2, HLTF, HMGA1, PURA, ZFP37, MCM6, SARNP, ZFP654, ZFP160, ZMIZ1, ZFP71-RS1, KHSRP, FOXC1, ZFP229, ZFP62, IRX3, LCORL, POLR2K, ZFP68, NFIX, HIC1, GM14403, POLR2A, MSX3, BCL11B, GBX2, POU3F1, FOXD1, ZFP72, FOXD3, MAF, FOXL2, ZFP51, LMX1B, TBX2, ZFP386, ZFP708, LMX1A, DACH1, ZFP101, GM14418, MED30, ZFP182, BCORL1, ZFP677, NEUROD2, TCEB1, SP9, NEUROD6, NHLH1	812	1772	13588	1.4826390819424213	4.862454913608927E-4	2.5597764320872685E-5	3.3158287455758995E-4
GOTERM_BP_FAT	GO:0043062~extracellular structure organization	28	2.5830258302583027	1.9193871203625433E-7	NPNT, TNC, ELN, COL3A1, COL2A1, VTN, SERPINH1, SMOC1, TGFBI, FOXF2, LOX, COL11A1, CHAT, COL18A1, LMX1B, OLFML2A, NID1, COL5A2, COL5A1, COL4A6, EMILIN1, WNT7B, FBLN1, KAZALD1, PDGFRA, FOXC1, LAMC1, LRP4	812	149	13588	3.1446424438787317	4.987243560981014E-4	2.494212696269038E-5	3.4009463067974366E-4
GOTERM_BP_FAT	GO:0006928~cell motion	49	4.520295202952029	2.271944849339691E-7	PLXNA2, CAPZA2, GJA1, ENPEP, PAX3, SHH, POU4F3, POU4F1, LBP, ROBO3, EGFR, PHOX2B, RET, SATB2, PRRXL1, FOXJ1, VAX1, MYH9, SLIT1, TBR1, SLIT2, SLIT3, ASCL1, TNS1, FOXG1, FOXC1, NGFR, LAMC1, DCC, ITGA11, ARX, HOXA2, GBX2, NKX2-1, LHX6, TLX3, FOXD1, PLAT, AIMP1, LMX1B, PODXL, LMX1A, NTN1, KITL, KDR, FEZF2, ISL2, BMP7, GFRA3	812	367	13588	2.234238466597764	5.90304235169925E-4	2.811763008780943E-5	4.0256392699333787E-4
GOTERM_BP_FAT	GO:0048598~embryonic morphogenesis	48	4.428044280442804	2.95575029259227E-7	WNT3A, CRABP2, COL2A1, PAX3, PAX2, SHH, ZIC2, ALDH1A1, VCAM1, ALDH1A2, WNT1, HOXA2, KCNQ4, PGP, HOXA3, LHX1, HOXC4, CYP26B1, DYNC2H1, GBX2, POU4F3, FBN2, COL11A1, FOXL2, RET, SATB2, LMX1B, MAFB, TGFBR2, SMAD3, NR4A3, CELSR1, GJB6, RPS6, PROX1, HOXB4, NOTCH2, DLX2, WNT7B, NOTCH1, DLX5, FOXG1, IFT172, ROR2, FOXC1, BMP7, MAB21L2, LRP4	812	359	13588	2.2374137244946963	7.679046247169863E-4	3.491755466344948E-5	5.237265179647288E-4
GOTERM_BP_FAT	GO:0048568~embryonic organ development	37	3.4132841328413286	3.087001155000959E-7	WNT3A, COL2A1, PAX2, SHH, ALDH1A1, VCAM1, ALDH1A2, WNT1, GATA2, HOXA2, KCNQ4, HOXA3, HOXC4, FOXF2, GBX2, POU4F3, SH2B3, COL11A1, FOXD3, EGFR, FOXL2, SATB2, EPAS1, MAFB, TGFBR2, SMAD3, GJB6, CELSR1, NR4A3, PROX1, HOXB4, DLX2, WNT7B, DLX5, FOXG1, ROR2, BMP7	812	241	13588	2.5691188193692125	8.019899579502221E-4	3.488251002337073E-5	5.469826705351011E-4
