sample_id	group_label
/n/rinn_data1/seq/lgoff/Projects/BrainMap/data/quants/JR756/abundances.cxb	WT_E14
/n/rinn_data1/seq/lgoff/Projects/BrainMap/data/quants/JR760/abundances.cxb	linc_Insig2_Celr_E14
/n/rinn_data1/seq/lgoff/Projects/BrainMap/data/quants/JR759/abundances.cxb	linc_HoxA1_Haunt_E14
/n/rinn_data1/seq/lgoff/Projects/BrainMap/data/quants/JR758/abundances.cxb	linc_Brn1b_E14
/n/rinn_data1/seq/lgoff/Projects/BrainMap/data/quants/JR757/abundances.cxb	Tug1_E14
/n/rinn_data1/seq/lgoff/Projects/BrainMap/data/quants/JR761/abundances.cxb	WT_E14
/n/rinn_data1/seq/lgoff/Projects/BrainMap/data/quants/JR762/abundances.cxb	WT_E14
/n/rinn_data1/seq/lgoff/Projects/BrainMap/data/quants/JR767/abundances.cxb	linc_HoxA1_Haunt_E14
/n/rinn_data1/seq/lgoff/Projects/BrainMap/data/quants/JR766/abundances.cxb	linc_Enc1_E14
/n/rinn_data1/seq/lgoff/Projects/BrainMap/data/quants/JR764/abundances.cxb	linc_Brn1b_E14
/n/rinn_data1/seq/lgoff/Projects/BrainMap/data/quants/JR765/abundances.cxb	WT_E14
/n/rinn_data1/seq/lgoff/Projects/BrainMap/data/quants/JR771/abundances.cxb	WT_E14
/n/rinn_data1/seq/lgoff/Projects/BrainMap/data/quants/JR770/abundances.cxb	linc_Enc1_E14
/n/rinn_data1/seq/lgoff/Projects/BrainMap/data/quants/JR769/abundances.cxb	linc_Insig2_Celr_E14
/n/rinn_data1/seq/lgoff/Projects/BrainMap/data/quants/JR768/abundances.cxb	WT_E14
/n/rinn_data1/seq/lgoff/Projects/BrainMap/data/quants/JR763/abundances.cxb	linc_Jarid1c_kantr_E14
/n/rinn_data1/seq/lgoff/Projects/BrainMap/data/quants/JR772/abundances.cxb	linc_Evi1_Manr_E14
/n/rinn_data1/seq/lgoff/Projects/BrainMap/data/quants/JR774/abundances.cxb	WT_E14
/n/rinn_data1/seq/lgoff/Projects/BrainMap/data/quants/JR773/abundances.cxb	linc_Insig2_Celr_E14
/n/rinn_data1/seq/lgoff/Projects/BrainMap/data/quants/JR775/abundances.cxb	linc_Jarid1c_kantr_E14
